FacilityId,FacilityName,FacilityType,OutlookYear,OutlookMonth,CapacityType,FlowDirection,OutlookQuantity,CapacityDescription,ReceiptLocation,ReceiptLocationName,DeliveryLocation,DeliveryLocationName,Description,LastUpdated
580010,AGP,PIPE,2026,6,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2026,7,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2026,8,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2026,9,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2026,10,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2026,11,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2026,12,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,1,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,2,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,3,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,4,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,5,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,6,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,7,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,8,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,9,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,10,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,11,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2027,12,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,1,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,2,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,3,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,4,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,5,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,6,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,7,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,8,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,9,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,10,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,11,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2028,12,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2029,1,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2029,2,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2029,3,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2029,4,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
580010,AGP,PIPE,2029,5,MDQ,NONE,0.000,Capacity that is available for contracting as Firm capacity,1808012,Palm Valley,1808003,Channel Island LP,,31 May 2026 18:15:23
540093,APLNG Pipeline,PIPE,2026,6,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2026,7,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2026,8,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2026,9,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2026,10,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2026,11,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2026,12,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,1,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,2,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,3,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,4,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,5,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,6,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,7,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,8,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,9,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,10,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,11,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2027,12,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,1,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,2,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,3,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,4,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,5,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,6,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,7,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,8,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,9,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,10,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,11,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2028,12,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2029,1,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2029,2,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2029,3,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2029,4,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540093,APLNG Pipeline,PIPE,2029,5,MDQ,NONE,0.000,Capacity Restriction,1404048,DDP to APLNG Pipeline,1404050,Curtis Island,,31 May 2026 17:13:36
540101,Arcadia,PROD,2026,6,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2026,7,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2026,8,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2026,9,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2026,10,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2026,11,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2026,12,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,1,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,2,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,3,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,4,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,5,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,6,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,7,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,8,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,9,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,10,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,11,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2027,12,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,1,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,2,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,3,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,4,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,5,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,6,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,7,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,8,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,9,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,10,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,11,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2028,12,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2029,1,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2029,2,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2029,3,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2029,4,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
540101,Arcadia,PROD,2029,5,MDQ,NONE,0.000,,-1,,-1,,,25 May 2026 11:28:17
640013,ATGP,PIPE,2026,6,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2026,7,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2026,8,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2026,9,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2026,10,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2026,11,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2026,12,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,1,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,2,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,3,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,4,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,5,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,6,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,7,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,8,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,9,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,10,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,11,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2027,12,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,1,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,2,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,3,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,4,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,5,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,6,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,7,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,8,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,9,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,10,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,11,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2028,12,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2029,1,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2029,2,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2029,3,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2029,4,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
640013,ATGP,PIPE,2029,5,MDQ,NONE,6.000,Atlas Receipt to Atlas Delivery,1490107,Atlas Processing Facility to Atlas Gas Pipeline,1490032,Atlas Lateral to DDP Delivery point,,31 May 2026 18:00:25
535014,ATHENA,PROD,2026,6,MDQ,NONE,0.000,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2026,7,MDQ,NONE,0.000,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2026,8,MDQ,NONE,0.000,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2026,9,MDQ,NONE,0.000,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2026,10,MDQ,NONE,0.000,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2026,11,MDQ,NONE,0.000,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2026,12,MDQ,NONE,0.000,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,1,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,2,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,3,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,4,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,5,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,6,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,7,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,8,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,9,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,10,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,11,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2027,12,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2028,1,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2028,2,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2028,3,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2028,4,MDQ,NONE,2.740,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
535014,ATHENA,PROD,2028,5,MDQ,NONE,2.060,,-1,,-1,,Uncontracted capacity - Athena,27 May 2026 13:10:52
